2025-12-21 13:54:59,7,NORMAL,23,NORMAL,13,NORMAL
2025-12-21 13:55:01,9,NORMAL,23,NORMAL,13,NORMAL
2025-12-21 13:55:02,9,NORMAL,23,NORMAL,13,NORMAL
2025-12-21 14:14:10,8,NORMAL,24,NORMAL,13,NORMAL
2025-12-21 14:14:47,10,CRITICAL,24,NORMAL,13,NORMAL
2025-12-21 14:37:50,15,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 14:38:48,14,NORMAL,37,NORMAL,13,NORMAL
2025-12-21 14:39:25,13,NORMAL,36,NORMAL,13,NORMAL
2025-12-21 14:40:54,13,NORMAL,37,NORMAL,13,NORMAL
2025-12-21 14:43:00,13,NORMAL,36,NORMAL,13,NORMAL
2025-12-21 14:43:36,16,NORMAL,36,NORMAL,13,NORMAL
2025-12-21 14:44:50,14,NORMAL,36,NORMAL,13,NORMAL
2025-12-21 14:57:00,14,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 14:58:01,21,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 14:59:00,12,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:00:00,12,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:01:00,12,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:02:00,16,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:03:00,15,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:04:00,13,NORMAL,41,NORMAL,13,NORMAL
2025-12-21 15:05:00,11,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:06:00,11,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:07:00,10,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:08:00,13,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:09:00,8,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:10:00,12,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:11:00,8,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:12:00,15,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:13:00,15,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:14:00,10,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:15:00,10,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:16:00,9,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:17:00,10,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:18:00,15,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:19:00,15,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:20:00,13,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:21:00,14,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:22:00,13,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:23:00,14,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:24:00,11,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:25:00,12,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:26:00,10,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:27:00,11,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:29:00,18,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:30:00,11,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:31:00,12,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:32:00,12,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:33:00,21,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:33:10,13,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:33:41,13,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:33:56,13,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:34:00,13,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:34:00,12,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:34:06,16,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:34:36,14,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:35:00,15,CRITICAL,40,NORMAL,13,NORMAL
2025-12-21 15:36:00,15,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:36:18,18,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:36:20,14,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:36:22,16,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:37:00,14,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:37:52,11,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:37:54,12,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:38:00,12,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:39:00,13,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:40:00,10,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:41:00,10,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:42:00,12,CRITICAL,39,NORMAL,13,NORMAL
2025-12-21 15:42:53,15,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:43:00,12,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:43:04,12,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:43:06,18,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:43:07,15,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:43:43,14,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:43:45,16,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:43:47,17,CRITICAL,38,NORMAL,13,NORMAL
2025-12-21 15:44:00,13,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:44:00,18,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:44:14,14,CRITICAL,37,NORMAL,13,NORMAL
2025-12-21 15:44:16,17,CRITICAL,37,NORMAL,13,NORMAL
2025-12-21 15:44:17,14,CRITICAL,37,NORMAL,13,NORMAL
2025-12-21 15:45:00,14,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:46:00,11,NORMAL,39,NORMAL,13,NORMAL
2025-12-21 15:47:00,16,NORMAL,40,NORMAL,13,NORMAL
2025-12-21 15:48:00,14,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:49:00,18,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:50:00,9,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:51:01,11,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:52:00,10,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:53:00,14,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:53:10,15,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:54:00,14,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:55:00,12,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:56:00,15,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:57:00,13,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:58:00,15,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 15:59:00,13,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:00:00,11,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:01:00,9,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:02:00,14,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:03:00,8,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:04:00,12,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:05:00,14,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:06:00,13,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:07:00,14,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:08:00,16,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:09:00,15,NORMAL,37,NORMAL,13,NORMAL
2025-12-21 16:10:00,11,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:10:53,13,NORMAL,38,NORMAL,13,NORMAL
2025-12-21 16:11:00,11,NORMAL,38,NORMAL,13,NORMAL
